FECHA;INDICATIVO;RADIACION
01-03-2017;B954;59020
01-04-2017;B954;55742
01-05-2017;B954;77429
01-06-2017;B954;0
01-07-2017;B954;82521
01-08-2017;B954;66737
01-09-2017;B954;56508
01-10-2017;B954;43046
01-11-2017;B954;0
01-12-2017;B954;22626
01-01-2017;B228;24106
01-02-2017;B228;31119
01-03-2017;B228;57720
01-04-2017;B228;67997
01-05-2017;B228;83754
01-06-2017;B228;84741
01-07-2017;B228;0
01-08-2017;B228;70001
01-09-2017;B228;53669
01-10-2017;B228;42766
01-11-2017;B228;28548
01-12-2017;B228;0
01-01-2017;B278;20388
01-02-2017;B278;27762
01-03-2017;B278;53360
01-04-2017;B278;65008
01-05-2017;B278;78001
01-06-2017;B278;80318
01-07-2017;B278;78554
01-08-2017;B278;65642
01-09-2017;B278;49512
01-10-2017;B278;38263
01-11-2017;B278;24686
01-12-2017;B278;19040
01-01-2017;0076;20258
01-02-2017;0076;28950
01-03-2017;0076;52023
01-04-2017;0076;63077
01-05-2017;0076;78262
01-06-2017;0076;0
01-07-2017;0076;79599
01-08-2017;0076;65854
01-09-2017;0076;49912
01-10-2017;0076;38791
01-11-2017;0076;27623
01-12-2017;0076;0
01-01-2017;1082;18001
01-02-2017;1082;22563
01-03-2017;1082;36008
01-04-2017;1082;53755
01-05-2017;1082;62014
01-06-2017;1082;53433
01-07-2017;1082;56949
01-08-2017;1082;52391
01-09-2017;1082;41912
01-10-2017;1082;30430
01-11-2017;1082;18579
01-12-2017;1082;12191
01-01-2017;3469A;28075
01-02-2017;3469A;28920
01-03-2017;3469A;50488
01-04-2017;3469A;69587
01-05-2017;3469A;72199
01-06-2017;3469A;80068
01-07-2017;3469A;84528
01-08-2017;3469A;74943
01-09-2017;3469A;60756
01-10-2017;3469A;44551
01-11-2017;3469A;29796
01-12-2017;3469A;23374
01-01-2017;5973;36171
01-02-2017;5973;29008
01-03-2017;5973;55878
01-04-2017;5973;67827
01-05-2017;5973;82409
01-06-2017;5973;88790
01-07-2017;5973;86288
01-08-2017;5973;77620
01-09-2017;5973;64806
01-10-2017;5973;50433
01-11-2017;5973;36791
01-12-2017;5973;30657
01-01-2017;5960;33746
01-02-2017;5960;28474
01-03-2017;5960;53111
01-04-2017;5960;62536
01-05-2017;5960;76879
01-06-2017;5960;85696
01-07-2017;5960;0
01-08-2017;5960;73830
01-09-2017;5960;62833
01-10-2017;5960;0
01-11-2017;5960;0
01-12-2017;5960;0
01-01-2017;1111;21097
01-02-2017;1111;25080
01-03-2017;1111;37147
01-04-2017;1111;62612
01-05-2017;1111;67951
01-06-2017;1111;55318
01-07-2017;1111;61104
01-08-2017;1111;56289
01-09-2017;1111;44525
01-10-2017;1111;33282
01-11-2017;1111;22087
01-12-2017;1111;14314
01-01-2017;4121;0
01-02-2017;4121;27147
01-03-2017;4121;48006
01-04-2017;4121;67117
01-05-2017;4121;77634
01-06-2017;4121;82929
01-07-2017;4121;87003
01-08-2017;4121;74531
01-09-2017;4121;61907
01-10-2017;4121;46930
01-11-2017;4121;31329
01-12-2017;4121;24436
01-01-2017;5402;30998
01-02-2017;5402;0
01-03-2017;5402;48570
01-04-2017;5402;64432
01-05-2017;5402;77925
01-06-2017;5402;86606
01-07-2017;5402;84952
01-08-2017;5402;73907
01-09-2017;5402;61649
01-10-2017;5402;45660
01-11-2017;5402;31635
01-12-2017;5402;25347
01-01-2017;1024E;17150
01-02-2017;1024E;21639
01-03-2017;1024E;34133
01-04-2017;1024E;56182
01-05-2017;1024E;0
01-06-2017;1024E;51875
01-07-2017;1024E;53642
01-08-2017;1024E;51817
01-09-2017;1024E;0
01-10-2017;1024E;29110
01-11-2017;1024E;17940
01-12-2017;1024E;11933
01-01-2017;0367;21301
01-02-2017;0367;26812
01-03-2017;0367;0
01-04-2017;0367;61978
01-05-2017;0367;70226
01-06-2017;0367;60053
01-07-2017;0367;70825
01-08-2017;0367;61901
01-09-2017;0367;42353
01-10-2017;0367;39637
01-11-2017;0367;25374
01-12-2017;0367;17671
01-01-2017;5530E;31260
01-02-2017;5530E;30606
01-03-2017;5530E;56792
01-04-2017;5530E;69826
01-05-2017;5530E;79483
01-06-2017;5530E;0
01-07-2017;5530E;88948
01-08-2017;5530E;77153
01-09-2017;5530E;64645
01-10-2017;5530E;48165
01-11-2017;5530E;32509
01-12-2017;5530E;26064
01-01-2017;5514;33566
01-02-2017;5514;32747
01-03-2017;5514;56470
01-04-2017;5514;70829
01-05-2017;5514;82587
01-06-2017;5514;0
01-07-2017;5514;0
01-08-2017;5514;74910
01-09-2017;5514;64984
01-10-2017;5514;0
01-11-2017;5514;34722
01-12-2017;5514;27735
01-01-2017;4642E;31880
01-02-2017;4642E;28363
01-03-2017;4642E;51203
01-04-2017;4642E;0
01-05-2017;4642E;79714
01-06-2017;4642E;0
01-07-2017;4642E;0
01-08-2017;4642E;79153
01-09-2017;4642E;64259
01-10-2017;4642E;0
01-11-2017;4642E;33984
01-12-2017;4642E;28910
01-01-2017;9170;20470
01-02-2017;9170;24986
01-03-2017;9170;46294
01-04-2017;9170;65830
01-05-2017;9170;67555
01-06-2017;9170;70927
01-07-2017;9170;77811
01-08-2017;9170;64998
01-09-2017;9170;48815
01-10-2017;9170;38156
01-11-2017;9170;22249
01-12-2017;9170;15982
01-01-2017;C249I;0
01-02-2017;C249I;47822
01-03-2017;C249I;64196
01-04-2017;C249I;76394
01-05-2017;C249I;82564
01-06-2017;C249I;81862
01-07-2017;C249I;85045
01-08-2017;C249I;83008
01-09-2017;C249I;62397
01-10-2017;C249I;58043
01-11-2017;C249I;0
01-12-2017;C249I;40376
01-01-2017;C649I;42349
01-02-2017;C649I;0
01-03-2017;C649I;61663
01-04-2017;C649I;71911
01-05-2017;C649I;77634
01-06-2017;C649I;80602
01-07-2017;C649I;84645
01-08-2017;C649I;79850
01-09-2017;C649I;65939
01-10-2017;C649I;52917
01-11-2017;C649I;43564
01-12-2017;C649I;38680
01-01-2017;C029O;40561
01-02-2017;C029O;45328
01-03-2017;C029O;60781
01-04-2017;C029O;73694
01-05-2017;C029O;67142
01-06-2017;C029O;79820
01-07-2017;C029O;0
01-08-2017;C029O;80717
01-09-2017;C029O;62664
01-10-2017;C029O;50572
01-11-2017;C029O;41235
01-12-2017;C029O;34670
01-01-2017;2661;22319
01-02-2017;2661;27443
01-03-2017;2661;45626
01-04-2017;2661;72568
01-05-2017;2661;66652
01-06-2017;2661;76876
01-07-2017;2661;85089
01-08-2017;2661;73920
01-09-2017;2661;59477
01-10-2017;2661;0
01-11-2017;2661;28069
01-12-2017;2661;19326
01-01-2017;1549;19170
01-02-2017;1549;24540
01-03-2017;1549;40568
01-04-2017;1549;65201
01-05-2017;1549;61468
01-06-2017;1549;73252
01-07-2017;1549;82509
01-08-2017;1549;69871
01-09-2017;1549;54534
01-10-2017;1549;40390
01-11-2017;1549;25117
01-12-2017;1549;13897
01-01-2017;9771C;20162
01-02-2017;9771C;24487
01-03-2017;9771C;51077
01-04-2017;9771C;67984
01-05-2017;9771C;78759
01-06-2017;9771C;79769
01-07-2017;9771C;0
01-08-2017;9771C;67171
01-09-2017;9771C;0
01-10-2017;9771C;0
01-11-2017;9771C;28546
01-12-2017;9771C;17624
01-01-2017;3129;26880
01-02-2017;3129;29294
01-03-2017;3129;52390
01-04-2017;3129;71788
01-05-2017;3129;76881
01-06-2017;3129;86806
01-07-2017;3129;0
01-08-2017;3129;78951
01-09-2017;3129;61452
01-10-2017;3129;46578
01-11-2017;3129;30542
01-12-2017;3129;22526
01-01-2017;2462;21963
01-02-2017;2462;26128
01-03-2017;2462;0
01-04-2017;2462;0
01-05-2017;2462;0
01-06-2017;2462;74891
01-07-2017;2462;86930
01-08-2017;2462;73256
01-09-2017;2462;59077
01-10-2017;2462;45011
01-11-2017;2462;23859
01-12-2017;2462;16535
01-01-2017;7178I;28187
01-02-2017;7178I;33558
01-03-2017;7178I;56120
01-04-2017;7178I;63535
01-05-2017;7178I;84013
01-06-2017;7178I;86945
01-07-2017;7178I;84818
01-08-2017;7178I;67934
01-09-2017;7178I;59635
01-10-2017;7178I;46690
01-11-2017;7178I;32129
01-12-2017;7178I;27851
01-01-2017;9263D;18462
01-02-2017;9263D;23627
01-03-2017;9263D;0
01-04-2017;9263D;62852
01-05-2017;9263D;0
01-06-2017;9263D;67942
01-07-2017;9263D;74648
01-08-2017;9263D;62756
01-09-2017;9263D;47135
01-10-2017;9263D;34281
01-11-2017;9263D;19220
01-12-2017;9263D;13647
01-01-2017;1495;0
01-02-2017;1495;0
01-03-2017;1495;31050
01-04-2017;1495;55240
01-05-2017;1495;51634
01-06-2017;1495;65708
01-07-2017;1495;66485
01-08-2017;1495;62588
01-09-2017;1495;39251
01-10-2017;1495;0
01-11-2017;1495;0
01-12-2017;1495;10449
01-01-2017;2867;26969
01-02-2017;2867;31805
01-03-2017;2867;50900
01-04-2017;2867;71372
01-05-2017;2867;74108
01-06-2017;2867;80535
01-07-2017;2867;87567
01-08-2017;2867;76320
01-09-2017;2867;63956
01-10-2017;2867;45730
01-11-2017;2867;29912
01-12-2017;2867;18749
01-01-2017;C430E;52122
01-02-2017;C430E;55623
01-03-2017;C430E;78020
01-04-2017;C430E;83664
01-05-2017;C430E;99224
01-06-2017;C430E;96931
01-07-2017;C430E;100293
01-08-2017;C430E;89851
01-09-2017;C430E;73676
01-10-2017;C430E;62398
01-11-2017;C430E;46377
01-12-2017;C430E;48186
01-01-2017;C449C;39452
01-02-2017;C449C;43325
01-03-2017;C449C;62069
01-04-2017;C449C;74107
01-05-2017;C449C;77712
01-06-2017;C449C;79763
01-07-2017;C449C;85977
01-08-2017;C449C;80249
01-09-2017;C449C;67981
01-10-2017;C449C;52332
01-11-2017;C449C;40338
01-12-2017;C449C;31291
01-01-2017;C447A;35405
01-02-2017;C447A;38483
01-03-2017;C447A;61096
01-04-2017;C447A;72205
01-05-2017;C447A;66201
01-06-2017;C447A;0
01-07-2017;C447A;82163
01-08-2017;C447A;80405
01-09-2017;C447A;61823
01-10-2017;C447A;50921
01-11-2017;C447A;37080
01-12-2017;C447A;30227
01-01-2017;C429I;43906
01-02-2017;C429I;47521
01-03-2017;C429I;66825
01-04-2017;C429I;72194
01-05-2017;C429I;77517
01-06-2017;C429I;84028
01-07-2017;C429I;88902
01-08-2017;C429I;80592
01-09-2017;C429I;64546
01-10-2017;C429I;55159
01-11-2017;C429I;42270
01-12-2017;C429I;41983
01-01-2017;5783;30850
01-02-2017;5783;25820
01-03-2017;5783;49082
01-04-2017;5783;59075
01-05-2017;5783;75372
01-06-2017;5783;84506
01-07-2017;5783;84753
01-08-2017;5783;74642
01-09-2017;5783;61050
01-10-2017;5783;46402
01-11-2017;5783;32714
01-12-2017;5783;27045
01-01-2017;2030;24018
01-02-2017;2030;27173
01-03-2017;2030;47848
01-04-2017;2030;69547
01-05-2017;2030;0
01-06-2017;2030;74679
01-07-2017;2030;83819
01-08-2017;2030;70491
01-09-2017;2030;56672
01-10-2017;2030;43817
01-11-2017;2030;26326
01-12-2017;2030;19052
01-01-2017;0016A;24278
01-02-2017;0016A;30405
01-03-2017;0016A;52434
01-04-2017;0016A;64413
01-05-2017;0016A;0
01-06-2017;0016A;77842
01-07-2017;0016A;75739
01-08-2017;0016A;64938
01-09-2017;0016A;52426
01-10-2017;0016A;40419
01-11-2017;0016A;30040
01-12-2017;0016A;22618
01-01-2017;9981A;23909
01-02-2017;9981A;29609
01-03-2017;9981A;53425
01-04-2017;9981A;66061
01-05-2017;9981A;78623
01-06-2017;9981A;78719
01-07-2017;9981A;76989
01-08-2017;9981A;65488
01-09-2017;9981A;52762
01-10-2017;9981A;43107
01-11-2017;9981A;31403
01-12-2017;9981A;22600
01-01-2017;8368U;24058
01-02-2017;8368U;30268
01-03-2017;8368U;0
01-04-2017;8368U;0
01-05-2017;8368U;72989
01-06-2017;8368U;77374
01-07-2017;8368U;78814
01-08-2017;8368U;0
01-09-2017;8368U;55410
01-10-2017;8368U;44291
01-11-2017;8368U;29827
01-12-2017;8368U;22026
01-01-2017;3260B;26630
01-02-2017;3260B;27832
01-03-2017;3260B;48932
01-04-2017;3260B;70650
01-05-2017;3260B;78285
01-06-2017;3260B;83580
01-07-2017;3260B;87877
01-08-2017;3260B;74764
01-09-2017;3260B;0
01-10-2017;3260B;0
01-11-2017;3260B;31240
01-12-2017;3260B;24100
01-01-2017;8414A;25155
01-02-2017;8414A;30039
01-03-2017;8414A;55190
01-04-2017;8414A;61954
01-05-2017;8414A;81258
01-06-2017;8414A;81488
01-07-2017;8414A;80432
01-08-2017;8414A;64610
01-09-2017;8414A;54006
01-10-2017;8414A;0
01-11-2017;8414A;30609
01-12-2017;8414A;0
01-01-2017;2422;24841
01-02-2017;2422;27576
01-03-2017;2422;46005
01-04-2017;2422;72304
01-05-2017;2422;73156
01-06-2017;2422;78474
01-07-2017;2422;87404
01-08-2017;2422;0
01-09-2017;2422;62949
01-10-2017;2422;44889
01-11-2017;2422;30351
01-12-2017;2422;17969
