FECHA;INDICATIVO;TEMP_MIN
01-01-2023;2867;-7.5(23)
01-02-2023;2867;-8.3(28)
01-03-2023;2867;-7.7(03)
01-04-2023;2867;-4.0(05)
01-05-2023;2867;1.5(13)
01-06-2023;2867;9.1(13)
01-07-2023;2867;7.3(17)
01-08-2023;2867;5.8(28)
01-09-2023;2867;2.7(23)
01-10-2023;2867;1.6(24)
01-11-2023;2867;-4.7(24)
01-12-2023;2867;-4.9(22)
01-01-2023;2870;-4.0(31)
01-02-2023;2870;-3.9(28)
01-03-2023;2870;-3.3(03)
01-04-2023;2870;1.2(05)
01-05-2023;2870;4.3(17)
01-06-2023;2870;11.9(02)
01-07-2023;2870;0
01-08-2023;2870;11.2(28)
01-09-2023;2870;7.5(23)
01-10-2023;2870;5.9(24)
01-11-2023;2870;0.1(26)
01-12-2023;2870;-3.2(19)
01-01-2023;C929I;15.9(28)
01-02-2023;C929I;14.4(11)
01-03-2023;C929I;15.9(07)
01-04-2023;C929I;16.2(08)
01-05-2023;C929I;18.1(26)
01-06-2023;C929I;19.2(10)
01-07-2023;C929I;22.3(01)
01-08-2023;C929I;22.6(05)
01-09-2023;C929I;22.1(05)
01-10-2023;C929I;20.9(29)
01-11-2023;C929I;18.3(28)
01-12-2023;C929I;16.3(27)
01-01-2023;C430E;-3.4(31)
01-02-2023;C430E;-4.8(17)
01-03-2023;C430E;2.7(03)
01-04-2023;C430E;-0.6(04)
01-05-2023;C430E;-1.4(23)
01-06-2023;C430E;4.8(01)
01-07-2023;C430E;11.4(07)
01-08-2023;C430E;10.4(05)
01-09-2023;C430E;3.6(04)
01-10-2023;C430E;1.9(24)
01-11-2023;C430E;-0.2(07)
01-12-2023;C430E;-2.6(24)
01-01-2023;C139E;13.9(29)
01-02-2023;C139E;12.4(16)
01-03-2023;C139E;15.4(08)
01-04-2023;C139E;14.8(07)
01-05-2023;C139E;16.6(24)
01-06-2023;C139E;18.7(03)
01-07-2023;C139E;20.8(09)
01-08-2023;C139E;20.7(08)
01-09-2023;C139E;20.6(20)
01-10-2023;C139E;19.4(24)
01-11-2023;C139E;17.6(28)
01-12-2023;C139E;15.5(23)
01-01-2023;C449C;13.6(30)
01-02-2023;C449C;13.2(05)
01-03-2023;C449C;16.2(05)
01-04-2023;C449C;16.2(15)
01-05-2023;C449C;17.3(25)
01-06-2023;C449C;20.0(10)
01-07-2023;C449C;21.1(30)
01-08-2023;C449C;22.5(09)
01-09-2023;C449C;21.7(03)
01-10-2023;C449C;20.8(29)
01-11-2023;C449C;17.5(29)
01-12-2023;C449C;15.7(23)
01-01-2023;C447A;8.9(30)
01-02-2023;C447A;5.3(25)
01-03-2023;C447A;9.7(06)
01-04-2023;C447A;9.5(15)
01-05-2023;C447A;10.4(26)
01-06-2023;C447A;13.2(11)
01-07-2023;C447A;14.8(30)
01-08-2023;C447A;16.1(08)
01-09-2023;C447A;15.5(10)
01-10-2023;C447A;13.7(19)
01-11-2023;C447A;11.0(28)
01-12-2023;C447A;9.9(23)
01-01-2023;C429I;13.0(29)
01-02-2023;C429I;11.1(01)
01-03-2023;C429I;14.0(02)
01-04-2023;C429I;14.7(07)
01-05-2023;C429I;15.4(27)
01-06-2023;C429I;18.0(10)
01-07-2023;C429I;19.6(10)
01-08-2023;C429I;20.4(29)
01-09-2023;C429I;19.4(05)
01-10-2023;C429I;19.0(30)
01-11-2023;C429I;16.3(28)
01-12-2023;C429I;13.0(27)
01-01-2023;2465;-4.9(29)
01-02-2023;2465;-5.0(24)
01-03-2023;2465;-4.1(02)
01-04-2023;2465;-0.3(05)
01-05-2023;2465;1.0(17)
01-06-2023;2465;9.5(02)
01-07-2023;2465;10.6(25)
01-08-2023;2465;8.8(28)
01-09-2023;2465;7.0(23)
01-10-2023;2465;5.0(21)
01-11-2023;2465;-0.4(23)
01-12-2023;2465;-5.1(25)
01-01-2023;5796;-2.3(26)
01-02-2023;5796;0.0(01)
01-03-2023;5796;-1.5(02)
01-04-2023;5796;4.7(07)
01-05-2023;5796;11.4(14)
01-06-2023;5796;15.5(03)
01-07-2023;5796;16.1(28)
01-08-2023;5796;16.0(27)
01-09-2023;5796;12.9(23)
01-10-2023;5796;11.3(21)
01-11-2023;5796;2.5(25)
01-12-2023;5796;0.8(19)
01-01-2023;5783;-0.8(26)
01-02-2023;5783;0.2(02)
01-03-2023;5783;0.1(03)
01-04-2023;5783;7.3(07)
01-05-2023;5783;12.4(19)
01-06-2023;5783;16.2(02)
01-07-2023;5783;17.8(28)
01-08-2023;5783;17.6(04)
01-09-2023;5783;13.0(23)
01-10-2023;5783;10.6(24)
01-11-2023;5783;3.2(26)
01-12-2023;5783;0
01-01-2023;2030;-8.1(30)
01-02-2023;2030;-9.6(24)
01-03-2023;2030;-6.2(02)
01-04-2023;2030;-1.5(03)
01-05-2023;2030;4.0(02)
01-06-2023;2030;8.2(04)
01-07-2023;2030;10.6(26)
01-08-2023;2030;8.4(31)
01-09-2023;2030;5.6(23)
01-10-2023;2030;3.8(22)
01-11-2023;2030;-1.6(26)
01-12-2023;2030;-7.9(25)
01-01-2023;0016A;-4.0(23)
01-02-2023;0016A;-1.5(11)
01-03-2023;0016A;-2.6(01)
01-04-2023;0016A;3.4(05)
01-05-2023;0016A;8.6(14)
01-06-2023;0016A;13.4(02)
01-07-2023;0016A;16.2(01)
01-08-2023;0016A;15.9(27)
01-09-2023;0016A;12.5(24)
01-10-2023;0016A;9.3(22)
01-11-2023;0016A;2.6(23)
01-12-2023;0016A;-0.2(27)
01-01-2023;9981A;2.6(31)
01-02-2023;9981A;-0.6(12)
01-03-2023;9981A;1.7(05)
01-04-2023;9981A;6.0(05)
01-05-2023;9981A;11.7(12)
01-06-2023;9981A;14.5(02)
01-07-2023;9981A;19.8(07)
01-08-2023;9981A;17.9(27)
01-09-2023;9981A;12.9(24)
01-10-2023;9981A;9.8(22)
01-11-2023;9981A;6.4(26)
01-12-2023;9981A;0.3(28)
01-01-2023;9381I;-9.4(30)
01-02-2023;9381I;-11.8(28)
01-03-2023;9381I;-8.1(04)
01-04-2023;9381I;-6.2(05)
01-05-2023;9381I;-0.7(17)
01-06-2023;9381I;8.5(03)
01-07-2023;9381I;9.7(26)
01-08-2023;9381I;6.8(05)
01-09-2023;9381I;4.0(23)
01-10-2023;9381I;2.3(31)
01-11-2023;9381I;-5.1(24)
01-12-2023;9381I;-6.8(27)
01-01-2023;8368U;-9.0(30)
01-02-2023;8368U;-7.1(04)
01-03-2023;8368U;-8.0(04)
01-04-2023;8368U;-4.0(05)
01-05-2023;8368U;1.2(17)
01-06-2023;8368U;8.9(03)
01-07-2023;8368U;11.3(26)
01-08-2023;8368U;8.2(30)
01-09-2023;8368U;4.5(23)
01-10-2023;8368U;1.0(31)
01-11-2023;8368U;-4.5(24)
01-12-2023;8368U;-7.4(27)
01-01-2023;3260B;-4.8(31)
01-02-2023;3260B;-2.9(01)
01-03-2023;3260B;-3.2(01)
01-04-2023;3260B;3.9(03)
01-05-2023;3260B;7.3(13)
01-06-2023;3260B;13.5(03)
01-07-2023;3260B;17.3(25)
01-08-2023;3260B;14.9(28)
01-09-2023;3260B;11.1(23)
01-10-2023;3260B;8.1(21)
01-11-2023;3260B;0.3(24)
01-12-2023;3260B;-2.4(27)
01-01-2023;8416;1.9(31)
01-02-2023;8416;3.5(27)
01-03-2023;8416;4.0(02)
01-04-2023;8416;8.7(04)
01-05-2023;8416;12.7(13)
01-06-2023;8416;17.3(02)
01-07-2023;8416;20.5(04)
01-08-2023;8416;19.8(28)
01-09-2023;8416;15.8(23)
01-10-2023;8416;12.3(22)
01-11-2023;8416;7.6(24)
01-12-2023;8416;3.7(28)
01-01-2023;8414A;-1.2(27)
01-02-2023;8414A;0.1(01)
01-03-2023;8414A;0.2(02)
01-04-2023;8414A;5.6(04)
01-05-2023;8414A;10.8(13)
01-06-2023;8414A;15.8(02)
01-07-2023;8414A;19.1(03)
01-08-2023;8414A;18.0(05)
01-09-2023;8414A;13.8(23)
01-10-2023;8414A;9.5(22)
01-11-2023;8414A;4.0(24)
01-12-2023;8414A;-0.4(27)
01-01-2023;2422;-4.1(31)
01-02-2023;2422;-3.8(11)
01-03-2023;2422;-3.8(03)
01-04-2023;2422;-0.8(05)
01-05-2023;2422;4.3(13)
01-06-2023;2422;10.0(02)
01-07-2023;2422;11.8(25)
01-08-2023;2422;10.3(04)
01-09-2023;2422;7.6(23)
01-10-2023;2422;5.1(31)
01-11-2023;2422;1.7(07)
01-12-2023;2422;-3.6(27)
01-01-2023;2539;0
01-02-2023;2539;-7.5(24)
01-03-2023;2539;0
01-04-2023;2539;-5.2(05)
01-05-2023;2539;0.7(13)
01-06-2023;2539;7.7(02)
01-07-2023;2539;8.8(25)
01-08-2023;2539;6.6(04)
01-09-2023;2539;5.3(23)
01-10-2023;2539;3.6(31)
01-11-2023;2539;-1.6(26)
01-12-2023;2539;-5.1(27)
01-01-2023;2614;-4.8(23)
01-02-2023;2614;-4.8(28)
01-03-2023;2614;-4.3(02)
01-04-2023;2614;-1.3(05)
01-05-2023;2614;3.8(17)
01-06-2023;2614;10.9(02)
01-07-2023;2614;12.2(16)
01-08-2023;2614;11.4(04)
01-09-2023;2614;8.2(23)
01-10-2023;2614;6.1(31)
01-11-2023;2614;0.5(26)
01-12-2023;2614;-2.1(22)
01-01-2023;9390;-9.2(30)
01-02-2023;9390;-10.7(28)
01-03-2023;9390;-9.5(01)
01-04-2023;9390;-4.3(05)
01-05-2023;9390;2.4(02)
01-06-2023;9390;8.9(03)
01-07-2023;9390;10.3(26)
01-08-2023;9390;8.3(05)
01-09-2023;9390;6.1(23)
01-10-2023;9390;2.9(31)
01-11-2023;9390;-3.8(26)
01-12-2023;9390;-6.4(26)
01-01-2023;9434;-2.4(30)
01-02-2023;9434;-2.2(12)
01-03-2023;9434;-0.2(05)
01-04-2023;9434;5.2(05)
01-05-2023;9434;10.6(12)
01-06-2023;9434;14.9(02)
01-07-2023;9434;17.2(28)
01-08-2023;9434;15.6(07)
01-09-2023;9434;11.8(24)
01-10-2023;9434;9.8(22)
01-11-2023;9434;2.6(26)
01-12-2023;9434;-3.1(26)
